WORD	PHONETICS
waster	weɪstər
hibernation	haɪbərneɪʃən
flannel	flænəl
conceal	kənsiːl
nevermore	nɛvərmɔr
theosophy	θiɑsəfi
retraction	rɪtrækʃən
variety	vəraɪəti
octagon	ɑktəgɑn
cardinalship	kɑrdənəlʃɪp
wash	wɑʃ
filial	fɪliəl
treason	trizən
preoccupy	priɑkjupaɪ
preparative	prɪpærətɪv
gum	gʌm
lad	læd
fiction	fɪkʃən
standpoint	stændpɔɪnt
studious	studiəs
vainglorious	veɪnglɔriəs
retina	rɛtənə
caboose	kəbus
perforce	pərfɔrs
combination	kɑmbɪneɪʃən
spotless	spɑtləs
unimaginative	ʌnɪmædʒɪnətɪv
may	meɪ
compose	kəmpoʊz
indent	ɪndɛnt
trickery	trɪkəri
precipitate	prɪsɪpɪteɪt
auditorium	ɔdɪtɔriəm
consulate	kɑnsələt
juvenility	dʒuvənɪləti
postponement	poʊstpoʊnmənt
virtueless	vɜrtʃuləs
oftentimes	ɔfəntaɪmz
inflammatory	ɪnfləmətɔri
hopelessness	hoʊpləsnəs
resolve	rɪzɑlv
amicable	æmɪkəbəl
upstart	ʌpstɑrt
keep	kip
cottage	kɑtɪdʒ
hemstitch	hɛmstɪtʃ
capacity	kəpæsəti
whet	wɛt
dilatory	dɪlətɔri
forgetful	fərgɛtfəl
vampire	væmpaɪər
liquefiable	lɪkwəfaɪəbəl
foil	fɔɪl
pigeon	pɪdʒən
vicarious	vaɪkɛriəs
earthquake	ɜrθkweɪk
timekeeper	taɪmkipər
posthumous	pɑstʃuməs
space	speɪs
tragic	trædʒɪk
growl	graʊl
creak	krik
delude	dɪlud
particularize	pərtɪkjələraɪz
forge	fɔrdʒ
refrigerate	rɪfrɪdʒəreɪt
sexagenarian	sɛksədʒəneəriən
vendible	vɛndəbəl
collegiate	kəlidʒɪət
indecipherable	ɪndɪsaɪfərəbəl
captious	kæpʃəs
dew	du
beyond	biɑnd
carton	kɑrtən
trend	trɛnd
coppice	kɑpɪs
whatever	wətɛvər
tonsillar	tɑnsɪlər
palpation	pælpeɪʃən
thievish	θivɪʃ
foot	fʊt
faint	feɪnt
provocation	prɑvəkeɪʃən
doorway	dɔrweɪ
solecism	sɑləsɪzəm
davenport	dævənpɔrt
mock	mɑk
audit	ɔdɪt
furl	fɜrl
provide	prəvaɪd
gnome	noʊm
hair	hɛr
troubadour	trubədʊr
taciturnity	tæsɪtɜrnɪti
vibrate	vaɪbreɪt
rift	rɪft
napkin	næpkɪn
shunt	ʃʌnt
socket	sɑkɪt
peevish	pivɪʃ
elocutionist	ɛləkjuʃənɪst
impel	ɪmpɛl
necrology	nəkrɑlədʒi
attendance	ətɛndəns
kith	kɪθ
tensile	tɛnsaɪl
wedge	wɛdʒ
borough	bɜroʊ
attentive	ətɛntɪv
miracle	mɪrəkəl
pessimism	pɛsɪmɪzəm
scriptural	skrɪptʃərəl
lusterless	lʌstərlɛs
broncho	brɑŋkoʊ
dyspeptic	dɪspɛptɪk
something	sʌmθɪŋ
collectedness	kəlɛktɪdnɛs
white	waɪt
dulcet	dʌlsɪt
divorce	dɪvɔrs
contestant	kəntɛstənt
joy	dʒɔɪ
inlay	ɪnleɪ
authorship	ɔθɚʃɪp
primal	praɪməl
wondrous	wʌndrəs
buffalo	bʌfəloʊ
calcium	kælsiəm
romancer	roʊmænsɚ
defend	dɪfɛnd
satiety	sətaɪəti
suppose	səpoʊz
discernible	dɪsɚnəbəl
recomposition	rikɑmpəzɪʃən
debility	dəbɪləti
bowlder	boʊldɚ
chose	tʃoʊz
amidst	əmɪdst
dictate	dɪkteɪt
speculate	spɛkjuleɪt
toxic	tɑksɪk
pendulum	pɛndʒələm
cod	kɑd
unconditional	ʌnkəndɪʃənəl
protestor	proʊtɛstɚ
scullery	skʌləri
recoup	rɪkup
incredibility	ɪnkrɛdəbɪləti
convert	kənvɚt
cycle	saɪkəl
classification	klæsəfəkeɪʃən
lady	leɪdi
sane	seɪn
juxtaposition	dʒʌkstəpəzɪʃən
systematic	sɪstəmætɪk
successor	səksɛsɚ
unexampled	ʌnɪgzæmpəld
unsound	ʌnsaʊnd
tedium	tidiəm
inject	ɪndʒɛkt
apposite	æpəzɪt
dainty	deɪnti
misappropriate	mɪsəproʊprieɪt
disputation	dɪspjuteɪʃən
already	ɔlrɛdi
brandish	brændɪʃ
gobble	gɑbəl
archduke	ɑrtʃduk
disciplinary	dɪsəplənɛri
dialect	daɪəlɛkt
advantageousness	ædvənteɪdʒəsnəs
magniloquence	mægnɪləkwəns
prosaic	prəʊzeɪɪk
grill	grɪl
ambassador	æmbæsədər
morbid	mɔrbɪd
headed	hɛdɪd
girl	gɜrl
compatriot	kəmpætriət
animate	ænɪmeɪt
teachable	titʃəbəl
watt	wɒt
name	neɪm
practicability	præktɪkəbɪləti
courteous	kɜrtiəs
valet	væleɪ
different	dɪfərənt
stitch	stɪtʃ
knuckle	nʌkəl
merchant	mɜrtʃənt
stud	stʌd
ark	ɑrk
selfreliance	sɛlfrɪlaɪəns
pedantric	pɪdæntrɪk
bridal	braɪdəl
gnash	næʃ
cloth	klɔθ
whiff	wɪf
steady	stɛdi
diligence	dɪlɪdʒəns
nice	naɪs
aggrieve	əgriv
faculty	fækəlti
bevy	bɛvi
hawthorn	hɔθɔrn
peony	piəni
tiresome	taɪərsəm
conglomeration	kənglɒməreɪʃən
workhouse	wɜrkhaʊs
unceremonious	ʌnsɛrəmoʊniəs
unfinished	ʌnfɪnɪʃt
bonus	boʊnəs
creamery	kriməri
damask	dæmæsk
effusion	ɪfjuʒən
referee	rɛfəri
detrition	dɪtrɪʃən
nationality	næʃənæləti
warmth	wɔrmθ
squalid	skwɒlɪd
unnerve	ʌnnɜrv
linotype	laɪnətaɪp
dazzle	dæzl
vandyke	vændaɪk
debater	dɪbeɪtər
offend	əfɛnd
deflect	dɪflɛkt
affectation	æfɛkteɪʃən
pivot	pɪvət
hilarity	hɪlærɪti
confess	kənfɛs
marmot	mɑrmət
superficial	supərfɪʃəl
depot	dipəʊ
smear	smɪr
correctly	kərɛktli
sponsor	spɑnsər
gluten	glutən
covenanter	kʌvənæntər
nearness	nɪrnəs
indeed	ɪndid
yachtsman	jɑtsmən
cotiliion	kətɪljən
involve	ɪnvɑlv
affiliate	əfɪlieɪt
merely	mɪrli
zodiac	zoʊdiæk
devour	dɪvaʊr
indignity	ɪndɪgnɪti
private	praɪvɪt
undergraduate	ʌndərgrædʒuət
amorous	æmərəs
fatality	fətælɪti
flaccid	flæsɪd
cunning	kʌnɪŋ
forage	fɔrɪdʒ
bespatter	bɪspætər
parochialism	pəroʊkiəlɪzəm
immaculate	ɪmækjələt
wafer	weɪfər
burn	bɜrn
involution	ɪnvəluʃən
capon	keɪpɑn
meekness	miknəs
voyager	vɔɪɪdʒər
interested	ɪntrəstɪd
aforehand	əfɔrhænd
delectable	dɪlɛktəbəl
paraquet	pærəkɛt
written	rɪtən
coolness	kulnəs
sabbath	sæbəθ
inception	ɪnˌsɛpʃən
caterpillar	ˈkætərˌpɪlər
confusion	kənˈfjuʒən
artful	ˈɑrtfəl
precipitable	prɪˈsɪpɪtəbəl
accuracy	ˈækjərəsi
ampere	ˈæmpɪr
shape	ʃeɪp
nucleus	ˈnukliəs
oclock	əˈklɑk
syrup	ˈsɪrəp
troth	trɔθ
hermetically	hərˈmɛtɪkli
staccato	stəˈkɑtoʊ
immediately	ɪˈmidiətli
warrantee	ˌwɔrənˈti
manageability	ˌmænɪdʒəˈbɪləti
american	əˈmɛrɪkən
tramway	ˈtræmˌweɪ
soar	sɔr
recourse	ˈrikɔrs
genially	ˈdʒiniəli
pancreas	ˈpæŋkriəs
musician	mjuˈzɪʃən
guardian	ˈgɑrdiən
itself	ɪtˈsɛlf
disposal	dɪˈspoʊzəl
janitor	ˈdʒænɪtər
waste	weɪst
violin	ˌvaɪəˈlɪn
protusive	prəˈtusɪv
dryness	ˈdraɪnəs
facility	fəˈsɪləti
filbert	ˈfɪlbərt
stormy	ˈstɔrmi
nearly	ˈnɪrli
crater	ˈkreɪtər
codicillary	ˌkoʊdəˈsɪləri
coast	koʊst
mnemonics	nɪˈmɑnɪks
plague	pleɪg
prospective	prəˈspɛktɪv
quorum	ˈkwɔrəm
bruise	bruz
landholder	ˈlændˌhoʊldər
nowadays	ˈnaʊəˌdeɪz
betwixt	bɪˈtwɪkst
nomad	ˈnoʊmæd
quality	ˈkwɑləti
scissors	ˈsɪzərz
intrust	ɪntrʌst
feature	fitʃər
acclimate	əklaɪmət
thanatopsis	θænətɑpsɪs
pointer	pɔɪntər
barricade	bærɪkeɪd
irrevocable	ɪrɛvəkəbl
whose	huz
ignorance	ɪgnərəns
calcify	kælsɪfaɪ
wishable	wɪʃəbl
fled	flɛd
instruct	ɪnstrʌkt
causeless	kɔzlɪs
sometimes	sʌmtaɪmz
mood	mud
stanch	stæntʃ
bolter	boʊltər
repose	rɪpoʊz
motherliness	mʌðərlɪnɪs
mixture	mɪkstʃər
hemp	hɛmp
infirmity	ɪnfɜrmɪti
let	lɛt
strap	stræp
larceny	lɑrsəni
rugged	rʌgɪd
simple	sɪmpl
antelope	æntəloʊp
comparable	kɑmpərəbl
reciprocity	rɛsɪprɑsɪti
grand	grænd
incumbent	ɪnkʌmbənt
coalescence	koʊəlɛsəns
prose	proʊz
deguerreotype	dəgɛrətaɪp
dormitory	dɔrmətɔri
attract	ətrakt
rejoin	ridʒɔɪn
elaboration	ɪlæbəreɪʃən
reversion	rɪvɜrʒən
soldier	soʊldʒər
fuse	fjuz
eligible	ɛlɪdʒəbl
gallows	gæloʊz
adjoin	ədʒɔɪn
occidental	ɑksɪdɛntl
reasonable	rizənəbl
sepulcher	sɛpəlkər
corrosion	kəroʊʒən
postscript	poʊstskrɪpt
intaglio	ɪntæljoʊ
charitable	tʃærɪtəbəl
deed	did
bouillon	buːjɒn
kiss	kɪs
yearn	jɜrn
uninteresting	ʌnɪntrəstɪŋ
unhesitatingly	ʌnhɛzɪteɪtɪŋli
wharf	wɔrf
corral	kəræl
joggle	dʒɒɡəl
outlay	aʊtleɪ
pilgrimage	pɪlɡrɪmɪdʒ
obtainable	əbteɪnəbəl
asphalt	æsfælt
mitten	mɪtən
ocular	ɒkjələr
jug	dʒʌɡ
lance	læns
czarina	zɑrinə
ubiquity	jubɪkwɪti
folio	foʊlioʊ
patch	pætʃ
scraggy	skræɡi
seaport	siport
dummy	dʌmi
closure	kloʊʒər
thriftiness	θrɪftinəs
propitious	prəpɪʃəs
administer	ædmɪnɪstər
stumble	stʌmbəl
maintainance	meɪntənəns
pauperize	pɔpəraɪz
unattainable	ʌnəteɪnəbəl
helm	hɛlm
parsley	pɑrsli
motor	moʊtər
ratification	rætɪfɪkeɪʃən
monotony	mənɒtəni
bimetallic	baɪmətælɪk
attain	əteɪn
unconvinced	ʌnkənvɪnst
versify	vɜrsɪfaɪ
wherewith	wɛrwɪð
incapacity	ɪnkəpæsɪti
egotist	iɡətɪst
inheritable	ɪnhɛrɪtəbəl
calefacient	kælɪfeɪʃənt
pothook	pɒthʊk
cameo	kæmioʊ
band	bænd
unicity	junɪsɪti
benign	bɪnaɪn
betrothal	bɪtroʊðəl
snatch	snætʃ
stun	stʌn
bender	bɛndər
cogitable	kɒdʒɪtəbəl
more	mɔr
subsequent	sʌbsɪkwənt
formula	fɔrmjələ
playmate	pleɪmeɪt
classify	klæsɪfaɪ
mentor	mɛntɔr
brand	brænd
swift	swɪft
structural	strʌktʃərəl
apperception	æpərsɛpʃən
taste	teɪst
midst	mɪdst
crabuncle	kræbʌŋkəl
graft	græft
fellowship	fɛloʊʃɪp
interpose	ɪntərpoʊz
adaptation	ædæpteɪʃən
itemize	aɪtəmaɪz
compliant	kəmplaɪənt
trace	treɪs
rafter	ræftər
hemorrhage	hɛmərɪdʒ
conclusion	kənkluʒən
decidedly	dɪsaɪdɪdli
tempt	tɛmpt
genial	dʒiniəl
remember	rɪmɛmbər
pinch	pɪntʃ
carnation	kɑrneɪʃən
preventible	prɪvɛntəbəl
stroll	stroʊl
proxy	prɑksi
wood	wʊd
agriculturist	ægrɪkʌltʃərɪst
flaunt	flɔnt
dapper	dæpər
innate	ɪneɪt
widow	wɪdoʊ
forehead	fɔrɪd
disinterested	dɪsɪntrəstɪd
haven	heɪvən
resentful	rɪzɛntfʊl
jokingly	dʒoʊkɪŋli
pant	pænt
inconclusive	ɪnkənklusɪv
consul	kɑnsəl
legislation	lɛdʒɪsleɪʃən
notify	noʊtɪfaɪ
flection	flɛkʃən
pluck	plʌk
definition	dɛfɪnɪʃən
recognition	rɛkəɡnɪʃən
crocodile	krɑkədaɪl
paddlock	pædlɑk
utilitarian	jutɪlɪtɛriən
appetizingly	æpɪtaɪzɪŋli
beset	bɪsɛt
gruel	ɡruəl
lounge	laʊndʒ
sieve	sɪv
shine	ʃaɪn
volatileness	vɑlətaɪlnəs
benefit	bɛnəfɪt
resentment	rɪzɛntmənt
layer	leɪər
pinion	pɪnjən
legatee	lɛɡəti
bird	bɜrd
prick	prɪk
torch	tɔrtʃ
sunday	sʌndeɪ
suicide	suɪsaɪd
portend	pɔrtɛnd
sublimate	sʌblɪmeɪt
canonical	kənɑnɪkəl
earth	ɜrθ
spiral	spaɪrəl
beast	bist
duality	duæləti
horrify	hɔrəfaɪ
trachea	treɪkiə
convergent	kənvɜrdʒənt
forensic	fərɛnsɪk
reality	riæləti
vocalism	voʊkəlɪzəm
dodge	dɑdʒ
vexation	vɛkseɪʃən
darken	dɑrkən
atlas	ætləs
transmit	trænzmɪt
despite	dɪspaɪt
dedication	dɛdɪkeɪʃən
bagan	bəgæn
lien	liːn
metropole	mɛtrəpoʊl
royal	rɔɪəl
purse	pɜrs
jaundice	dʒɔndɪs
relevant	rɛləvənt
inexhaustible	ɪnɪgzɔstəbəl
qualified	kwɑləfaɪd
specialty	spɛʃəlti
strictness	strɪktnəs
rabble	ræbəl
preposition	prɛpəzɪʃən
obviate	ɑbvieɪt
priest	prist
permeability	pɜrmiəbɪləti
undiscerning	ʌndɪsɜrnɪŋ
phonographer	foʊnɑgrəfər
benevolence	bənɛvələns
exponent	ɛkspoʊnənt
inspire	ɪnspaɪər
obdurate	ɑbdʊrət
whomsoever	humsəʊɛvər
discipline	dɪsəplɪn
chilliness	tʃɪlinəs
subside	səbsaɪd
register	rɛdʒɪstər
synonymous	sɪnɑnɪməs
bespeak	bispik
foray	fɔreɪ
lapel	ləpɛl
intonation	ɪntəneɪʃən
preparatory	prɪpɛrətɔri
glossy	glɑsi
maghagony	məhɑgəni
guarantor	gærəntər
villain	vɪlən
mile	maɪl
subsistence	səbsɪstəns
crumble	krʌmbəl
holland	hɑlənd
monster	mɑnstər
gourmand	gʊrmɑnd
governorship	gʌvərnərʃɪp
cataclysm	kætəklɪzəm
conductor	kəndʌktər
bichloride	baɪklɔraɪd
message	mɛsɪdʒ
rebut	rɪbʌt
murmur	mɜrmɜr
blacksmith	blæksmɪθ
vassalage	væsəlɪdʒ
importer	ɪmpɔrtɜr
happily	hæpɪli
chromatic	kroʊmætɪk
defect	difɛkt
medallion	mɪdæljən
darkness	dɑrknɪs
gratitude	grætɪtud
pantry	pæntri
inconsequent	ɪnkɑnsɪkwənt
immodest	ɪmɑdɪst
leisure	liʒɜr
positiveness	pɑzətɪvnɪs
uneducated	ʌnɛdʒəkeɪtɪd
booze	buz
antiphon	æntɪfɑn
scowl	skaʊl
case	keɪs
postulent	pɑst�ʃələnt
vitalize	vaɪtəlaɪz
distant	dɪstənt
sagacious	səgeɪʃəs
croquette	kroʊkɛt
paltriness	pɔltrɪnɪs
alternative	ɔltɜrnətɪv
resource	rizɔrs
vacant	veɪkənt
canto	kæntoʊ
concern	kənsɜrn
perusal	pəruzəl
gazette	gəzɛt
clumsiness	klʌmzɪnɪs
earl	ɜrl
disloyal	dɪslɔɪəl
amateur	æmətɜr
elope	ɪloʊp
pastoral	pæstərəl
supernational	supɜrnæʃənəl
trigonometric	trɪgənəmɛtrɪk
face	feɪs
reversible	rɪvɜrsəbəl
aisle	aɪl
alarm	əlɑrm
fineness	faɪnnɪs
tenable	tɛnəbəl
thrall	θrɔl
absurd	əbsɜrd
feign	feɪn
reiteration	riɪtəreɪʃən
henious	hiniəs
vigilant	vɪdʒɪlənt
marten	mɑrtən
laggard	lægərd
vise	vaɪs
philharmonic	fɪlhɑrmɑnɪk
chunk	tʃʌŋk
ashamed	əʃeɪmd
prophecy	prɑfəsi
abhor	æbhɔr
immense	ɪmɛns
assistant	əsɪstənt
algebra	ældʒəbrə
shortcake	ʃɔrtkeɪk
curative	kjʊrətɪv
circumduct	sərkəmdʌkt
sesame	sɛsəmi
context	kɑntɛkst
inarticulate	ɪnɑrtɪkjələt
roundly	raʊndli
thicken	θɪkən
trihedron	traɪhidrən
indiscriminate	ɪndɪskrɪmənət
squadron	skwɑdrən
chic	ʃik
slipper	slɪpər
kennel	kɛnəl
chasm	kæzəm
thick	θɪk
foreordain	fɔrɔrdeɪn
soloist	soʊloʊɪst
lexicographer	lɛksɪkɑgrəfər
typewriter	taɪpraɪtər
fragmentary	frægməntɛri
apart	əpɑrt
prepay	pripeɪ
unnatural	ʌnnætʃərəl
ruby	rubi
drown	draʊn
ventilation	vɛntəleɪʃən
domestic	dəmɛstɪk
veranda	vərændə
dimple	dɪmpəl
gulp	gʌlp
booth	buθ
saline	seɪlaɪn
sugar	ʃʊgər
compatible	kəmpætəbəl
frisky	frɪski
advertisement	ædvɝtaɪzmənt
real	riəl
eavesdropper	ivzdrɑpɝ
stall	stɔl
lash	læʃ
zinc	zɪŋk
beechnut	bitʃnʌt
fratricide	frætrɪsaɪd
legerdemain	lɛdʒɝdəmeɪn
complexion	kəmplɛkʃən
aptly	æptli
bomb	bɑm
bimonthly	baɪmʌnθli
stile	staɪl
indecision	ɪndɪsɪʒən
intensive	ɪntɛnsɪv
windfall	wɪndfɔl
ocher	oʊkɝ
contuse	kəntuz
bureau	bjʊroʊ
pathway	pæθweɪ
king	kɪŋ
technicality	tɛknɪkæləti
bedridden	bɛdrɪdən
unconquerable	ʌnkɑŋkɝəbəl
transcontinental	trænskɑntɪnɛntəl
surf	sɝf
habit	hæbɪt
slovenliness	slʌvənlinəs
indistinguishable	ɪndɪstɪŋgwɪʃəbəl
stationary	steɪʃənɛri
superior	sʊpɪriɝ
devotion	dɪvoʊʃən
promulgation	prɑməlgeɪʃən
vulgarism	vʌlgərɪzəm
bat	bæt
talkative	tɔkətɪv
wisp	wɪsp
halter	hɔltɝ
stereotype	stɛriətaɪp
will	wɪl
reliant	rɪlaɪənt
transatlantic	trænsətlæntɪk
installment	ɪnstɔlmənt
clank	klæŋk
comma	kɑmə
redistribution	ridɪstrɪbjuʃən
poison	pɔɪzən
purification	pjʊrɪfɪkeɪʃən
federal	fɛdərəl
hustle	hʌsəl
thenceforward	ðɛnsfɔrwərd
shameless	ʃeɪmlɪs
highly	haɪli
sergeancy	sɑrdʒənsi
father	fɑðər
barn	bɑrn
sarcophagus	sɑrkɑfəgəs
praise	preɪz
brutally	brutəli
gridiron	grɪdaɪərn
allotment	əlɑtmənt
western	wɛstərn
worn	wɔrn
inflammation	ɪnfləmeɪʃən
hum	hʌm
jugular	dʒʌgjələr
skeptic	skɛptɪk
cheerful	tʃɪrfəl
clergyman	klɜrdʒimən
cassock	kæsək
vitrifiable	vɪtrɪfaɪəbəl
bleakest	blikɪst
pout	paʊt
castoff	kæstɔf
aghast	əgæst
indemnify	ɪndɛmnɪfaɪ
kitchen	kɪtʃən
assessorship	əsɛsərʃɪp
templar	tɛmplər
knell	nɛl
sneer	snɪr
rattan	rætæn
woodpecker	wʊdpɛkər
blizzard	blɪzərd
informer	ɪnfɔrmər
car	kɑr
despondent	dɪspɑndənt
laugh	læf
invective	ɪnvɛktɪv
filch	fɪltʃ
dinner	dɪnər
somnolent	sɑmnələnt
compel	kəmpɛl
grandfather	grændfɑðər
luxuriate	lʌgʒʊrieɪt
nick	nɪk
mystery	mɪstəri
fraction	frækʃən
juice	dʒus
midland	mɪdlənd
implacable	ɪmplækəbəl
casualism	kæʒuəlɪzəm
timidity	tɪmɪdɪti
overflow	oʊvərfloʊ
other	ʌðər
levee	lɛvi
ordinate	ɔrdɪnət
superhuman	supərhyumən
terminal	tɜrmɪnəl
abrasion	əbreɪʒən
fiber	faɪbər
treasury	trɛʒəri
mustard	mʌstərd
withdrew	wɪðdru
cherish	tʃɛrɪʃ
eager	igər
propound	prəpaʊnd
corps	kɔr
slacken	slækən
dissimilar	dɪsɪmɪlər
sportive	spɔrtɪv
muscularity	mʌskjəlærɪti
lap	læp
gingerly	dʒɪndʒərli
transparent	trænspɛrənt
vinaigrette	vɪnəgrɛt
magnifiable	mægnɪfaɪəbəl
imprecate	ɪmprɪkeɪt
time	taɪm
persuade	pərswed
rebuttal	rɪbʌtəl
thereabouts	ðɛrəbaʊts
gush	gʌʃ
reef	rif
implicit	ɪmplɪsɪt
quote	kwoʊt
your	jʊr
clump	klʌmp
rancidness	rænsɪdnəs
huff	hʌf
biplance	baɪpleɪns
challenger	tʃælɪndʒər
junior	dʒunjər
atrocious	ətroʊʃəs
weaken	wikən
illustration	ɪləstreɪʃən
stress	strɛs
shipbuilder	ʃɪpbɪldər
ambush	æmbʊʃ
associative	əsoʊsiətɪv
copious	koʊpiəs
denounce	dɪnaʊns
cauterize	kɔtəraɪz
deposit	dɪpɑzɪt
opium	oʊpiəm
lunacy	lunəsi
riddance	rɪdəns
divine	dɪvaɪn
culmination	kʌlmɪneɪʃən
continent	kɑntɪnənt
remembrance	rɪmɛmbrəns
anent	ənɛnt
taxicab	tæksikæb
dependent	dɪpɛndənt
elation	ɪleɪʃən
roam	roʊm
contrivance	kəntraɪvəns
sensible	sɛnsɪbəl
departure	dɪpɑrtʃər
heptarchy	hɛptɑrki
inspiration	ɪnspɪreɪʃən
infatuation	ɪnfætʃueɪʃən
cress	krɛs
womanlike	wʊmənlaɪk
assembly	əsɛmbli
alleviate	əlivieit
ablution	əbluʃən
liability	laɪəbɪlɪti
naturalist	nætʃərəlɪst
extant	ɛkstənt
if	ɪf
judicious	dʒudiʃəs
sneak	snik
aeration	ɛəreɪʃən
forces	fɔrsɪz
conserve	kənsɜrv
liquefacient	lɪkwɪfeɪʃənt
copperplate	kɑpərpleɪt
impartiality	ɪmpɑrʃiælɪti
tripedal	traɪpɛdəl
conflagration	kɑnfləgreɪʃən
gala	gælə
char	tʃɑr
miner	maɪnər
vulgar	vʌlgər
derailment	dɪreɪlmənt
permutable	pərmjutəbəl
vote	voʊt
remonstrance	rɪmɑnstrəns
hither	hɪðər
numeral	numərəl
guitar	gɪtɑr
impeccable	ɪmpɛkəbəl
grammatic	grəmætɪk
augur	ɔgər
sentiment	sɛntɪmənt
steward	stuərd
nondescript	nɒndɪskrɪpt
cow	kaʊ
electrode	ɪlɛktrəʊd
dachshund	dɑksənd
worst	wɜrst
sorority	sərorɪti
cerise	sərɪs
prtion	pɔrʃən
recuperation	rɪkupəreɪʃən
quarrelsome	kwɔrəlsəm
modern	mɒdərn
ultraviolet	ʌltrəvaɪələt
quicksand	kwɪksænd
glamour	glæmər
bit	bɪt
radiance	reɪdiəns
armistice	ɑrmɪstɪs
underrate	ʌndəreɪt
incivility	ɪnsɪvɪləti
corrode	kəroʊd
through	θru
overture	oʊvərtʃər
insure	ɪnʃʊr
routine	rutin
natal	neɪtəl
watermark	wɔtərmɑrk
polisher	pɒlɪʃər
intestine	ɪntɛstaɪn
baritono	bærɪtoʊnoʊ
misconception	mɪskənsɛpʃən
electioneer	ɪlɛkʃənɪr
presentiment	prɪzɛntɪmənt
forelock	fɔrlɒk
burnish	bɜrnɪʃ
testimony	tɛstɪmoʊni
culpability	kʌlpəbɪləti
surd	sɜrd
proclamation	prɒkləmeɪʃən
auction	ɔkʃən
chrysanthemum	krɪsænθəməm
barouche	bəruʃ
molestation	mɒlɛsteɪʃən
asceticism	əsɛtɪsɪzəm
mattress	mætrəs
starvation	stɑrveɪʃən
presumptive	prɪzʌmptɪv
delightful	dɪlaɪtfəl
calomel	kæləmɛl
affectionate	əfɛkʃənət
submission	səbmɪʃən
hardship	hɑrdʃɪp
dock	dɑk
apparition	æpərɪʃən
inflammable	ɪnflæməbəl
reputable	rɛpjətəbəl
lecture	lɛktʃər
compressible	kəmprɛsəbəl
amative	æmətɪv
anchovy	æntʃoʊvi
heroism	hɛroʊɪzəm
validness	vælɪdnəs
insecure	ɪnsəkjʊr
pageant	pædʒənt
truculence	trʌkjələns
door	dɔr
voltaic	voʊlteɪɪk
fatherinlaw	fɑðərɪnlɔ
gauze	gɔz
scar	skɑr
disentangle	dɪsɪntæŋgəl
malt	mɔlt
charitableness	tʃærɪtəbəlnəs
glacial	gleɪʃəl
scythe	saɪð
couple	kʌpəl
arrant	ærənt
neat	nit
demoralize	dɪmɔrəlaɪz
prowl	praʊl
captaincy	kæptənsi
accrue	əkru
imaginable	ɪmædʒɪnəbəl
splendor	splɛndər
genuine	dʒɛnjuɪn
impolite	ɪmpəlaɪt
interweave	ɪntərwiv
pupil	pjupəl
musical	mjuzɪkəl
salient	seɪliənt
spire	spaɪər
stab	stæb
banana	bənænə
careful	kɛrfəl
mild	maɪld
voice	vɔɪs
moderation	mɑdəreɪʃən
rowdy	raʊdi
travesty	trævəsti
solitaire	sɑlɪtɛr
catholicity	kæθəlɪsɪti
yet	jɛt
cone	koʊn
debar	dɪbɑr
intimacy	ɪntɪməsi
calamity	kəlæmɪti
triplicate	trɪplɪkət
inscribe	ɪnskraɪb
braid	breɪd
pepper	pɛpər
humility	hjumɪlɪti
tangible	tændʒəbəl
indomitable	ɪndɑmɪtəbəl
advisable	ədvaɪzəbəl
shellproof	ʃɛlpruf
gnaw	nɔ
plunge	plʌndʒ
adz	ædz
juggler	dʒʌglər
deceivable	dɪsivəbəl
perceivable	pərsivəbəl
pierce	pɪrs
shovel	ʃʌvəl
devious	diviəs
relishable	rɛlɪʃəbəl
integral	ɪntəgrəl
savior	seɪvjər
nominal	nɑmɪnəl
apotheosis	əpɑθioʊsɪs
violet	vaɪələt
coarse	kɔrs
grisly	grɪzli
knavish	neɪvɪʃ
spendthrift	spɛndθrɪft
uncalled	ʌnkɔld
duchess	dʌtʃəs
parable	pærəbəl
cruise	kruz
cranberry	krænbɛri
futurity	fjutʃʊrɪti
assignability	əsaɪnəbɪlɪti
goodness	gʊdnəs
mind	maɪnd
moral	mɔrəl
motherless	mʌðərləs
pony	poʊni
foster	fɔstər
imaginary	ɪmædʒənɛri
midsummer	mɪdsʌmər
vague	veɪg
siphon	saɪfən
deplore	dɪplɔr
without	wɪðaʊt
court	kɔrt
minor	maɪnər
vituperative	vaɪtupərətɪv
tuxedo	tʌksidoʊ
head	hɛd
hominy	hɑməni
triplicity	trɪplɪsəti
protection	prətɛkʃən
dresser	drɛsər
plunderer	plʌndərər
ravenous	rævənəs
sound	saʊnd
blazon	bleɪzən
prong	prɔŋ
vitreous	vɪtriəs
felicitate	fəlɪsəteɪt
class	klæs
preserve	prɪzɜrv
sordid	sɔrdɪd
donate	doʊneɪt
raw	rɔ
spy	spaɪ
umbrella	ʌmbrɛlə
lieutenantship	lɛftɛnəntʃɪp
mustang	mʌstæŋ
fatigue	fətig
commensurable	kəmɛnʃərəbəl
cementation	simɛnteɪʃən
metaphorical	mɛtəfɔrɪkəl
theoretical	θiərɛtɪkəl
liberator	lɪbəreɪtər
philanthropic	fɪlənθrɑpɪk
voltmeter	voʊltmitər
inaction	ɪnækʃən
dirge	dɜrdʒ
bulwark	bʊlwərk
hand	hænd
zoology	zoʊɑlədʒi
tenantless	tɛnəntləs
turret	tɜrət
undersign	ʌndərsaɪn
nervous	nɜrvəs
part	pɑrt
